Primary_Name,Primary_Location,Alt_primary_Names,Original_Name,Pleiades,Region ,Pliny?,X,Y,Z,Geog_certainty,Dependent_upon,Replaced,Replaced_By,Speed_of_Replace,Port_Name,Port_Cert,Attrib_People1,Attrib_People2,Attrib_People3,Prev_People,Prev_Occ ,Occ_Date_U,Occ_Date_L,Occ_Date_Cert,Multi_Location,Multi_Loc_Cert,ML_Date_U,ML_Date_L,ML_Date_Cert,Disp_Sett_U,Disp_Sett_L,Incompl_Urb,Intense_Urb_U ,Intense_Urb_L ,Aband_Date_U,Aband_Date_L,Necrop_Only,Permanent,Destroyed,Destr_Date_U,Destr_Date_L,Post_Urban,GF_Status,Boundary_Known,SA_O,SA_O_EP,SO_O_Cert,SA_O_AL,SA_O_AU,SA_N,SA_N_EP,SA_N_Cert,SA_N_AL,SA_N_AU,SA_Expansion,SA_Exp_Date_U,SA_Exp_Date_L,SA_Exp_Date_Cert,SA_Reduction,SA_Red_Date_U,SA_Red_Date_L,SA_Red_Date_Cert,Defensible_Top,Fort_Survival,Mult_Circuits ,Fort_O_Date_U,Fort_O_Date_L,Fort_O_Date_Cert,Fort_O_Alt_U,Fort_O_Alt_L,Fort_R1_Date_U,Fort_R1_Date_L,Fort_R1_Date_Cert,Fort_R1_Alt_U,Fort_R1_Alt_L,Fort_R2_Date_U,Fort_R2_Date_L,Fort_R2_Date_Cert,Fort_R2_Alt_U,Fort_R2_Alt_L,Fort_R3_Date_U,Fort_R3_Date_L,Fort_R3_Date_Cert,Fort_R3+,Regular_Plan,RP_Date_U,RP_Date_L,RP_Date_Cert,New_Plan,NP_Date_U,NP_Date_L,NP_Date_Cert,Forum_Agora,Assembly_Place,Temple,Theatre,Amphitheatre,Basilica,Bath,Roman_Subj_Date_U,Roman_Subj_Date_L,Col_Type,Colony_Date_U,Colony_Date_L,Legal_Status1,Leg_St1_Date_U,Leg_St1_Date_L,Legal_Status2,Leg_St2_Date_U,Leg_St2_Date_L,Legal_Status3,Leg_St3_Date_U,Leg_St3_Date_L,ROADS,
Tifernum Mataurense,Sant'Angelo in Vado ,,Y,Y,6,Y,12.4117694,43.663325,360,certain,-,-,-,-,-,-,Roman ,-,Picentine ,Umbrian ,-,-200,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,unknown,15,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-50,50,High,-,-,-,-,Forum suspected,-,-,-,-,-,Bath 1stc BC,-308,-295,-,-,-,M,-90,-89,-,-,-,-,-,-,FAR,
Tifernum Tiberinum,Citta di Castello,,Y,Y,6,Y,12.243968,43.460874,294,certain,-,-,-,-,Tifernum Tiberinum,suspected,Umbrian ,Etruscan,-,-,-,-800,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,30,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,Temple undated,-,Amphi Aug,-,Bath 2ndc AD,-308,-295,-,-,-,M,-90,-89,-,-,-,-,-,-,FAR,
Timpone del Castello,Cerenzia,Timpone Castello,N,Y,3,N,16.8386333,39.2766889,606,certain,-,-,-,-,-,-,Bruttian,-,-,-,BI,-350,-250,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,12,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-285,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Tolentinum,Tolentino,,Y,Y,5,Y,13.288166,43.209596,230,certain,-,-,-,-,-,-,Picentine ,-,-,-,-,-700,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,Bas Susp,-,-299,-268,-,-,-,MP,-268,14,-,-,-,-,-,-,ON,
Toppa Santa Barbara,San Marco dei Cavoti,,N,N,2,N,14.8783194,41.2721083,522,certain,-,-,-,-,-,-,SamHirp,SamPen,-,-,-,-343,-290,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,Likely,-,-,-,-,GF,partial,5.2,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-325,-300,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-343,-290,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Torre di Satriano,Satriano,,N,Y,3,N,15.6384361,40.5694389,957,certain,-,-,-,-,-,-,Lucanian ,-,-,-,-,-725,-200,High,-,-,-,-,-,-725,-350,-,-,-,-,-,-,-,-,-,-,-,GF,partial,5,P,Medium,5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-525,-475,Low,-,-,-350,-300,High,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Torre d'Ischia,Torre d'Ischia,,N,N,7,N,12.1083278,42.1892056,368,certain,-,-,-,-,-,-,Etruscan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,3,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-388,-280,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Torre Mordillo,Spezzano Albanese,,N,Y,3,N,16.3129111,39.7136556,113,certain,-,-,-,-,-,-,Greek,Bruttian,-,-,BIA,-350,-200,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,High,-225,-200,-,GF,very clear,13.1,E,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-325,-275,High,-,-,-225,-200,High,-,-,-,-,-,-,-,-,-,-,-,confirmed,-325,-275,High,-,-,-,-,-,-,-,-,-,-,-,-285,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Torre San Giovanni,Torre San Giovanni,,N,Y,2,N,18.1134278,39.8900417,3,certain,-,-,-,-,Torre San Giovanni,suspected,Messapian ,-,-,-,-,-350,-50,Medium,-,-,-,-,-,-,-,-,-,-,-250,-150,-,-,-,-,-,-,NGF,interpreted,58,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,partial water,Confirmed,-,-350,-300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-290,-266,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Torretta,Torretta di Pietragalla,Monte Torretta,N,Y,2,N,15.8196028,40.7858056,1071,certain,-,-,-,-,-,-,Lucanian ,-,-,-,-,-350,-200,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,very clear,5.6,E,High,3.7,5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,concentric walls,-375,-325,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-326,-272,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Trea,Nr Treia,,Y,Y,5,Y,13.2927417,43.3182389,295,certain,-,-,-,-,-,-,Roman ,-,-,Picentine ,-,-100,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,12,P,Medium,11,13,-,-,-,-,-,-,-,-,-,-,-,-,-,part elevation,Sections visible,-,-75,-25,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,good evidence,-,-,-,-,-,-,-,Forum undated,-,Temple undated,-,-,Bas 1stc AD,-,-299,-268,-,-,-,M,-90,-50,-,-,-,-,-,-,ON,
Treba,Trevi nel Lazio,,Y,Y,1,Y,13.248674,41.862464,804,certain,-,-,-,-,-,-,Aequian,-,-,-,-,-350,0,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-300,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple 4thc BC,-,-,-,-,-304,-298,-,-,-,M,-100,0,-,-,-,-,-,-,ON,
Trebiae,Trevi,,Y,Y,6,Y,12.745157,42.876716,420,certain,-,-,-,-,-,-,Roman ,-,-,Umbrian ,-,-200,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,2,E,Low,1.5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-90,0,Low,400,550,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-308,-295,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Trebula,Quadri,,Y,Y,4,N,14.2815694,41.9145306,690,certain,-,-,-,-,-,-,Roman ,-,-,SamCar,-,-200,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple 2ndc BC,Theatre Susp,Amphi undated,-,-,-343,-290,-,-,-,V,-290,999,HM,-290,14,-,-,-,FAR,
Trebula Balliniensium ,Treglia,Trebula Balliensium,Y,Y,1,Y,14.26085,41.2260778,477,certain,Capua,-,-,-,-,-,Samnite,-,-,-,A,-400,500,Medium,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,PGF,partial,22.5,P,Medium,20,24.3,-,-,-,-,-,-,-,-,-,-,-,-,-,slight elevation,Sections visible,concentric walls,-334,-275,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum undated,-,-,Theatre 2ndc AD,-,-,Bath 4thc AD,-343,-290,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Trebula Mutuesca ,Nr. Monteleone Sabino,,Y,Y,4,Y,12.867802,42.228053,502,certain,-,-,-,-,-,-,Roman ,-,-,Sabine,C ,-300,999,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,interpreted,20,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum suspected,-,Temple undated,-,Amphi 2ndc AD,-,-,-500,-290,-,-,-,V,-175,-125,M,-90,14,-,-,-,NEAR,
Trebula Suffenas ,Ciciliano,,Y,Y,4,Y,12.9413028,41.9620306,619,certain,-,-,-,-,-,-,Aequian,Sabine,-,-,-,-400,200,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,Bath 2ndc AD,-304,-298,-,-,-,CSS,-303,-303,M,-49,-49,-,-,-,FAR,
Tuder,Todi,,Y,Y,6,Y,12.408494,42.780253,410,certain,-,-,-,-,-,-,Umbrian ,Etruscan,-,-,B,-800,500,High,-,-,-,-,-,-,-,-,-200,-150,-,-,-,-,-,-,-,-,NGF,partial,14,P,Low,14,35,25,P,Medium,-,-,Low,-200,-150,Medium,-,-,-,-,elevation,Sections visible,-,-200,-170,Medium,-300,-200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum undated,-,TempleT 4thc BC,Theatre Aug,Amphi Aug,-,-,-393,-310,-,-,-,M,-90,-89,C,-42,14,-,-,-,ON,
Tuficum,Borgo Tufico,,Y,Y,6,Y,12.997564,43.345836,230,certain,-,-,-,-,-,-,Roman ,-,-,Umbrian ,-,-100,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PGF,interpreted,40,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple undated,-,Amphi Susp,-,-,-308,-295,-,-,-,M,-90,-89,-,-,-,-,-,-,FAR,
Tuscana,Tuscania ,,Y,Y,7,Y,11.8786806,42.413,176,certain,Tarquinia,-,-,-,-,-,Etruscan,-,-,-,B,-700,500,High,-,-,-,-,-,-,-,-,-350,-250,-,-,-,-,-,-,-,-,GF,interpreted,8.4,P,Low,8.4,17,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple suspected,-,-,-,Bath 2ndc AD,-388,-280,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Tusculum,Tuscolo,,Y,Y,1,Y,12.709916,41.798322,670,certain,-,-,-,-,-,-,Latin,-,-,-,-,-800,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,10,P,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-500,-400,Medium,-,-,-400,-200,Medium,-,-,-200,-75,Medium,-,-,-82,-80,Medium,-,not planned,-,-,-,-,-,-,-,Forum 3rdc,-,-,Theatre 1stc BC,Amphi undated,-,-,-493,-381,-,-,-,COI,-381,-381,-,-,-,-,-,-,ON,
Urbs Salvia,Urbisaglia,,Y,Y,5,Y,13.3831917,43.1984056,310,certain,-,-,-,-,-,-,Roman ,-,-,Picentine ,H,-125,450,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,40,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,14,37,Medium,-27,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-27,14,High,-,-,-,-,Forum undated,-,Temple Aug,Theatre 1st c AD,Amphi 1stc AD,-,Bath 1stc AD,-299,-268,-,-,-,C,-125,-100,HM,-90,-89,C,-27,37,ON,
Uria ,Oria,"Hyria, Varia, Orra",Y,Y,2,Y,17.641913,40.498685,160,certain,-,-,-,-,-,-,Messapian ,-,-,-,B,-600,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,45,P,Unconfirmed,40,40,105,P,Medium,105,118,High,-350,-300,High,Low,-200,14,Medium,elevation,Sections visible,-,-500,-475,High,-,-,-350,-300,High,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple undated,-,-,-,-,-290,-266,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Urvinum Hortense,Nr Collemancio,,Y,Y,6,Y,12.524925,42.9841278,520,certain,-,-,-,-,-,-,Umbrian ,Etruscan,-,-,-,-300,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,6,P,Low,6,15,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-400,-300,Low,-200,-175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple 3rdc BC,-,Amphi undated,-,Bath Aug,-308,-295,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Urvinum Mataurense,Urbino,,Y,Y,6,Y,12.636675,43.724733,460,certain,-,-,-,-,-,-,Umbrian ,-,-,-,-,-700,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,8,P ,Low,4.7,8,12,P,Low,-,-,High,-50,0,Medium,-,-,-,-,elevation,Sections visible,-,-250,-150,Unconfirmed,-,-,200,300,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,Theatre Aug,-,-,Bath undated,-308,-295,-,-,-,M,-90,-89,-,-,-,-,-,-,FAR,
Uzentum ,Ugento,"Ouxenton, Augentum, Uxentum",Y,Y,2,Y,18.1609028,39.9268806,106,certain,-,-,-,-,Torre San Giovanni,suspected,Messapian ,-,-,-,-,-550,50,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,145,P,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,Sections visible,-,-350,-300,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-290,-266,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Vado Sabatia,Vado Ligure,,Y,Y,9,N,8.435757,44.269359,40,likely,-,-,-,-,Vado Sabatia,Good evidence,Ligurian,-,-,-,-,-350,500,Medium,-,-,-,-,-,-350,-27,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-238,-155,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Vallo di San Nicola,Gioia dei Marsi ,,N,N,4,N,13.6731361,42.0012861,988,uncertain,-,-,-,-,-,-,Marsic ,-,-,-,-,-500,-100,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,very clear,5.6,E ,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-340,-302,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Vardacate ,Casale Monferrato,Vardagate,Y,Y,11,Y,8.4504722,45.1368361,113,certain,-,-,-,-,Vardacate,possible,Roman ,-,-,Ligurian,-,-9999,400,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unclear,15,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-238,-155,-,-,-,MP,-155,14,-,-,-,-,-,-,FAR,
Varia,Vicovaro,,Y,Y,1,N,12.8923611,42.0153694,333,certain,-,-,-,-,-,-,Sabine,Latin,Aequian,-,-,-9999,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,3.6,E,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-250,-150,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple suspected,-,-,-,Bath Susp,-493,-338,-,-,-,HV,-338,999,HM,-338,999,-,-,-,NEAR,
Veii,Veio,,Y,Y,7,Y,12.390519,42.021338,117,certain,-,-,-,-,-,-,Etruscan,-,-,-,B,-900,300,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Medium,-396,-390,Y,GF,very clear,190,P,High,-,-,25,E,Low,20,25,-,-,-,-,High,-396,-27,High,elevation,Sections visible,-,-800,-750,High,-,-,-550,-500,Medium,-,-,-,-,-,-,-,-,-,-,-,partly planned,-650,-600,High,-,-,-,-,Forum Aug,-,Temple 6thc BC,Theatre undated,-,-,Bath 1stc AD,-483,-396,-,-,-,M,-27,14,-,-,-,-,-,-,FAR,
Veleia,Velleia (Villa),,Y,Y,8,Y,9.72156,44.78544,464,certain,-,-,-,-,-,-,Roman ,-,-,Ligurian,H,-27,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,unclear,5,E,Low,5,10,-,-,-,-,-,-,-,-,-,-,-,-,-,no,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,not planned,-,-,-,-,-,-,-,Forum Aug,-,-,-,-,Bas 1stc AD,Bath 1stc AD,-238,-155,-,-,-,M,-49,-49,-,-,-,-,-,-,ON,
Velitrae,Velletri,,Y,Y,1,Y,12.77721,41.687426,400,certain,-,-,-,-,-,-,Latin,Etruscan,Volscian,-,-,-800,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,unknown,30,P,Low,17,30,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,TempleT 6thc BC,Theatre Susp,Amphi undated,Bas undated,-,-494,-338,PR,-494,-494,COI,-338,-338,-,-,-,-,-,-,ON,
Velzna ,Orvieto,"Volsinii Veteres, Urbiventus",Y,Y,7,N,12.111566,42.716449,315,certain,-,-,Volsinii,100yrs,-,-,Etruscan,-,-,-,B,-750,-264,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,High,-264,-264,-,NGF,very clear,95,E,Medium,80,95,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-550,500,Unconfirmed,-400,-275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,-,-,Temple 5thc BC,-,-,-,-,-393,-280,-,-,-,-,-,-,-,-,-,-,-,-,NEAR,
Venafrum,Venafro,,Y,Y,1,Y,14.046066,41.484488,210,certain,-,Monte Santa Croce2,-,100yrs,-,-,Roman ,-,-,SamPen,AC ,-270,500,Medium,-,-,-,-,-,-,-,-,-27,14,-,-,-,-,-,-,-,-,NGF,very clear,27.5,E,Medium,27,27.5,-,-,-,-,-,-,-,-,-,-,-,-,-,part elevation,Confirmed,-,-60,14,Medium,-82,-80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,confirmed,-60,14,Medium,-,-,-,-,Forum suspected,-,-,Theatre Aug,Amphi Aug,-,Bath Aug,-343,-290,-,-,-,P,-268,-268,HC,-59,-33,C,-27,14,ON,
Venusia,Venosa,,Y,Y,2,Y,15.827406,40.969056,415,certain,-,-,-,-,-,-,SamHirp,-,-,-,-,-350,500,High,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,42,P,Low,20,42,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Confirmed,-,-290,-200,Medium,-,-,-27,14,Medium,-,-,-,-,-,-,-,-,-,-,-,confirmed,-291,-250,Medium,-,-,-,-,Forum suspected,-,-,Theatre Susp,Amphi 1stc AD,-,Bath Aug,-343,-290,LC,-291,-291,M,-90,-89,C,-43,-43,-,-,-,ON,
Veretum ,"Patu, Vereto (Serra di Vereto)","Beretum, Baris",Y,Y,2,Y,18.3277556,39.8369889,150,certain,-,-,-,-,Leuca,suspected,Messapian ,-,-,-,-,-400,500,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GF,partial,40,P,Medium,-,-,-,-,-,-,-,-,-,-,-,Low,-200,14,Medium,elevation,Sections visible,-,-350,-250,Unconfirmed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,-,-,-,-,-,-290,-266,-,-,-,M,-266,14,-,-,-,-,-,-,ON,
Verucchio,Verucchio,,N,Y,8,N,12.422965,43.983327,325,certain,-,-,-,-,-,-,Etruscan,Umbrian ,-,-,-,-850,-268,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,interpreted,50,P,Low,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-295,-268,-,-,-,-,-,-,-,-,-,-,-,-,FAR,
Verulae,Veroli,,Y,Y,1,Y,13.417284,41.69053,672,certain,-,-,-,-,-,-,Hernican,Volscian,-,-,-,-700,500,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,NGF,very clear,12,P,Medium,-,-,-,-,-,-,-,Low,-306,-290,Medium,Low,-75,-50,High,elevation,Sections visible,-,-306,-275,Medium,-,-,-75,-50,High,-,-,-,-,-,-,-,-,-,-,-,partly planned,-,-,-,-,-,-,-,Forum 2ndc,-,Temple undated,-,-,-,-,-493,-358,-,-,-,F,-306,-306,C,-122,-80,M,-90,-89,ON,
Vettona,Bettona,,Y,Y,6,Y,12.485379,43.013864,350,certain,Perusia,-,-,-,-,-,Etruscan,-,-,-,-,-500,500,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,5,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-325,-275,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple 1stc BC,-,-,-,-,-393,-310,-,-,-,M,-90,-89,-,-,-,-,-,-,ON,
Vetulonia ,Vetulonia,Vatl,Y,Y,7,Y,10.971171,42.859446,344,certain,-,-,-,-,-,-,Etruscan,-,-,-,-,-900,200,High,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,PGF,partial,120,P,Low,-,-,-,-,-,-,-,High,-325,-275,Medium,-,-,-,-,elevation,Sections visible,attached inner circuit,-325,-250,Medium,-,-,-200,-100,Medium,-600,-400,-,-,-,-,-,-,-,-,-,unknown,-,-,-,-,-,-,-,Forum suspected,-,Temple 2ndc BC,-,-,-,-,-298,-205,-,-,-,M,-49,-49,-,-,-,-,-,-,FAR,
Vibinum ,Bovino,Vibarna,Y,Y,2,Y,15.342222,41.250962,647,certain,-,-,-,-,-,-,Roman ,-,SamHirp,Daunian,IACH,-75,400,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NGF,partial,12,P,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,elevation,Sections visible,-,-75,-50,Medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,suspected,-,-,-,-,-,-,-,Forum suspected,-,-,-,Amphi Susp,-,-,-326,-272,-,-,-,C,-82,-80,-,-,-,-,-,-,ON,
